pathway,main_class,sub_class,source,confidence,created_at
Negative regulation of intestinal phytosterol absorption,Environmental Information Processing,Chemical Homeostasis,GO_BP,0.9,2026-01-27T18:01:19.960530
Chemical homeostasis,Cellular Processes,Cell Polarity Establishment,GO_BP,0.9,2026-01-27T18:01:19.980787
Ameboidal-type cell migration,Cellular Processes,Cell Adhesion,GO_BP,0.9,2026-01-27T18:01:20.002939
Branching involved in salivary gland morphogenesis,Developmental Biology,Organogenesis,GO_BP,0.9,2026-01-27T18:01:20.027221
Negative regulation of phospholipase activity,Signal Transduction,Calcium Signaling,GO_BP,0.9,2026-01-27T18:01:20.049848
Ribosome assembly,Genetic Information Processing,Ribosome Assembly,GO_BP,0.9,2026-01-27T18:01:20.071716
Anterior/posterior axis specification,Developmental Biology,Embryogenesis,GO_BP,0.9,2026-01-27T18:01:20.091298
Regulation of cation channel activity,Signal Transduction,Ion Channel Regulation,GO_BP,0.9,2026-01-27T18:01:20.110381
Endosome to plasma membrane protein transport,Cellular Processes,Vesicle Transport,GO_BP,0.9,2026-01-27T18:01:24.268745
Secondary palate development,Developmental Biology,Palate Formation,GO_BP,0.9,2026-01-27T18:01:24.314817
Manganese ion transport,Cellular Processes,Ion Transport,GO_BP,0.9,2026-01-27T18:01:24.354043
Platelet dense granule organization,Cellular Processes,Organelle Organization,GO_BP,0.9,2026-01-27T18:01:24.392790
Regulation of release of cytochrome c from mitochondria,Apoptosis,Cytochrome c Release Regulation,GO_BP,0.9,2026-01-27T18:01:24.420758
Quinone metabolic process,Metabolism,Manganese Metabolism,GO_BP,0.9,2026-01-27T18:01:24.446289
Maturation of LSU-rRNA,Genetic Information Processing,rRNA Maturation,GO_BP,0.9,2026-01-27T18:01:24.468418
Antifungal innate immune response,Immune System,Innate Immunity Response,GO_BP,0.9,2026-01-27T18:01:24.487983
Pallium development,Developmental Biology,Limb Formation,GO_BP,0.9,2026-01-27T18:01:28.184928
mRNA 3-splice site recognition,Genetic Information Processing,mRNA Splicing,GO_BP,0.9,2026-01-27T18:01:28.214525
Ribose phosphate metabolic process,Metabolism,Nucleotide Metabolism,GO_BP,0.9,2026-01-27T18:01:28.241791
Positive regulation of blood pressure,Environmental Information Processing,Blood Pressure Regulation,GO_BP,0.9,2026-01-27T18:01:28.265538
Centromere complex assembly,Cell Cycle,Chromosome Segregation,GO_BP,0.9,2026-01-27T18:01:28.290151
Cone photoresponse recovery,Signal Transduction,Phototransduction,GO_BP,0.9,2026-01-27T18:01:28.316928
Asparagine metabolic process,Metabolism,Amino Acid Metabolism,GO_BP,0.9,2026-01-27T18:01:28.337866
Intermediate filament organization,Cellular Processes,Cytoskeletal Dynamics,GO_BP,0.9,2026-01-27T18:01:28.361333
Post-transcriptional gene silencing,Genetic Information Processing,Post-transcriptional Regulation,GO_BP,0.9,2026-01-27T18:01:32.429546
Detection of calcium ion,Signal Transduction,Calcium Signaling,GO_BP,0.9,2026-01-27T18:01:32.462757
Triglyceride homeostasis,Metabolism,Lipid Metabolism,GO_BP,0.9,2026-01-27T18:01:32.488227
Positive regulation of pattern recognition receptor signaling pathway,Immune System,Pattern Recognition Receptor Signaling,GO_BP,0.9,2026-01-27T18:01:32.511391
Regulation of protein stability,Cellular Processes,Protein Stability Regulation,GO_BP,0.9,2026-01-27T18:01:32.535672
Regulation of leukocyte degranulation,Immune System,Leukocyte Activation,GO_BP,0.9,2026-01-27T18:01:32.556065
Positive regulation of DNA metabolic process,Genetic Information Processing,DNA Metabolism Regulation,GO_BP,0.9,2026-01-27T18:01:32.575843
Mitochondrial ADP transmembrane transport,Cellular Processes,Mitochondrial Transport Mechanisms,GO_BP,0.9,2026-01-27T18:01:32.598317
Bleb assembly,Cellular Processes,Vesicle Transport,GO_BP,0.9,2026-01-27T18:01:36.532184
Endosomal transport,Cellular Processes,Endocytosis and Exocytosis,GO_BP,0.9,2026-01-27T18:01:36.564268
Isoprenoid metabolic process,Metabolism,Isoprenoid Metabolism,GO_BP,0.9,2026-01-27T18:01:36.586226
Cell migration,Cellular Processes,Cell Migration,GO_BP,0.9,2026-01-27T18:01:36.608327
Positive regulation of phosphatidylinositol biosynthetic process,Signal Transduction,Phosphatidylinositol Signaling,GO_BP,0.9,2026-01-27T18:01:36.635964
Pyrimidine nucleotide-sugar transmembrane transport,Genetic Information Processing,Nucleotide Transport,GO_BP,0.9,2026-01-27T18:01:36.655907
Negative regulation of histone H3-K9 trimethylation,Genetic Information Processing,Chromatin Modification,GO_BP,0.9,2026-01-27T18:01:36.675336
Embryo development,Developmental Biology,Embryogenesis,GO_BP,0.9,2026-01-27T18:01:36.692170
Cell cycle checkpoint signaling,Cell Cycle,DNA Damage Checkpoint,GO_BP,0.9,2026-01-27T18:01:40.620528
Glycosylceramide catabolic process,Metabolism,Glycan Biosynthesis and Metabolism,GO_BP,0.9,2026-01-27T18:01:40.648694
Positive regulation of calcium-mediated signaling,Signal Transduction,Calcium Signaling,GO_BP,0.9,2026-01-27T18:01:40.669512
Regulation of systemic arterial blood pressure by norepinephrine-epinephrine,Environmental Information Processing,Neurotransmitter Response,GO_BP,0.9,2026-01-27T18:01:40.692515
Triglyceride-rich lipoprotein particle remodeling,Metabolism,Lipid Metabolism,GO_BP,0.9,2026-01-27T18:01:40.714179
RNA catabolic process,Genetic Information Processing,RNA Editing and Processing,GO_BP,0.9,2026-01-27T18:01:40.735109
Phospholipid transport,Cellular Processes,Vesicle Transport,GO_BP,0.9,2026-01-27T18:01:40.755489
Carotenoid metabolic process,Metabolism,Carotenoid Metabolism,GO_BP,0.9,2026-01-27T18:01:40.776080
Energy derivation by oxidation of organic compounds,Metabolism,Energy Metabolism,GO_BP,0.9,2026-01-27T18:01:44.916699
"Wnt signaling pathway, planar cell polarity pathway",Developmental Biology,Planar Cell Polarity,GO_BP,0.9,2026-01-27T18:01:44.946421
Carbohydrate metabolic process,Metabolism,Carbohydrate Metabolism,GO_BP,0.9,2026-01-27T18:01:44.970070
Negative regulation of fat cell differentiation,Metabolism,Lipid Metabolism,GO_BP,0.9,2026-01-27T18:01:44.990140
Chitin catabolic process,Metabolism,Xenobiotic Metabolism,GO_BP,0.9,2026-01-27T18:01:45.010630
Arachidonic acid secretion,Cellular Processes,Cell Signaling,GO_BP,0.9,2026-01-27T18:01:45.034453
Organic substance transport,Cellular Processes,Vesicle Transport,GO_BP,0.9,2026-01-27T18:01:45.060085
Brown fat cell differentiation,Developmental Biology,Brown Fat Cell Differentiation,GO_BP,0.9,2026-01-27T18:01:45.085711
Gonadal mesoderm development,Developmental Biology,Gonadal Development,GO_BP,0.9,2026-01-27T18:01:49.139512
Collagen-activated tyrosine kinase receptor signaling pathway,Signal Transduction,Tyrosine Kinase Receptor Signaling,GO_BP,0.9,2026-01-27T18:01:49.165771
Transmembrane receptor protein tyrosine kinase signaling pathway,Signal Transduction,Protein Tyrosine Kinase Signaling,GO_BP,0.9,2026-01-27T18:01:49.189565
Regulation of intracellular protein transport,Cellular Processes,Intracellular Transport Regulation,GO_BP,0.9,2026-01-27T18:01:49.213530
"Farnesyl diphosphate biosynthetic process, mevalonate pathway",Metabolism,Isoprenoid Metabolism,GO_BP,0.9,2026-01-27T18:01:49.241668
Immune response-regulating cell surface receptor signaling pathway,Immune System,Cytokine Signaling,GO_BP,0.9,2026-01-27T18:01:49.266805
Brexanolone metabolic process,Metabolism,Neuroactive Steroid Metabolism,GO_BP,0.9,2026-01-27T18:01:49.289609
Fatty acid beta-oxidation,Metabolism,Fatty Acid Metabolism,GO_BP,0.9,2026-01-27T18:01:49.311959
DNA integrity checkpoint signaling,Genetic Information Processing,DNA Damage Checkpoint,GO_BP,0.9,2026-01-27T18:01:53.267969
Mitotic recombination,Cell Cycle,G2/M Regulation,GO_BP,0.9,2026-01-27T18:01:53.298623
C21-steroid hormone biosynthetic process,Metabolism,Steroid Metabolism,GO_BP,0.9,2026-01-27T18:01:53.325718
Purine nucleotide metabolic process,Metabolism,Nucleotide Metabolism,GO_BP,0.9,2026-01-27T18:01:53.348832
Organelle organization,Cellular Processes,Organelle Organization,GO_BP,0.9,2026-01-27T18:01:53.374013
Long-chain fatty acid import into peroxisome,Metabolism,Lipid Metabolism,GO_BP,0.9,2026-01-27T18:01:53.396407
Positive regulation of cell killing,Apoptosis,Positive Regulation of Cell Death,GO_BP,0.9,2026-01-27T18:01:53.417459
Relaxation of cardiac muscle,Cellular Processes,Muscle Contraction Regulation,GO_BP,0.9,2026-01-27T18:01:53.442714
Cellular response to interleukin-4,Immune System,Cytokine Signaling,GO_BP,0.9,2026-01-27T18:01:57.112185
Iron import into the mitochondrion,Metabolism,Iron Metabolism,GO_BP,0.9,2026-01-27T18:01:57.141311
Lysosomal transport,Cellular Processes,Vesicle Transport,GO_BP,0.9,2026-01-27T18:01:57.162024
Regulation of T-helper 1 type immune response,Immune System,T Cell Receptor Signaling,GO_BP,0.9,2026-01-27T18:01:57.185398
Response to other organism,Immune System,Innate Immunity,GO_BP,0.9,2026-01-27T18:01:57.209331
Retinoic acid biosynthetic process,Metabolism,Vitamin and Cofactor Metabolism,GO_BP,0.9,2026-01-27T18:01:57.233240
Cellular response to sterol,Cellular Processes,Lipid Metabolism,GO_BP,0.9,2026-01-27T18:01:57.257479
Establishment of meiotic sister chromatid cohesion,Cell Cycle,Chromosome Segregation,GO_BP,0.9,2026-01-27T18:01:57.282188
Purine-containing compound catabolic process,Metabolism,Nucleotide Metabolism,GO_BP,0.9,2026-01-27T18:02:01.286686
Second-messenger-mediated signaling,Signal Transduction,Calcium Signaling,GO_BP,0.9,2026-01-27T18:02:01.316304
Regulation of fever generation,Immune System,Cytokine Signaling,GO_BP,0.9,2026-01-27T18:02:01.340795
Macrophage chemotaxis,Immune System,Innate Immunity,GO_BP,0.9,2026-01-27T18:02:01.362598
Neural crest cell differentiation,Developmental Biology,Neural Crest Development,GO_BP,0.9,2026-01-27T18:02:01.385711
Filopodium assembly,Cellular Processes,Cytoskeletal Dynamics,GO_BP,0.9,2026-01-27T18:02:01.407650
DNA methylation or demethylation,Genetic Information Processing,DNA Methylation,GO_BP,0.9,2026-01-27T18:02:01.426957
Negative regulation of cell activation,Immune System,Negative Regulation of Cell Activation,GO_BP,0.9,2026-01-27T18:02:01.449298
Positive regulation of cell-matrix adhesion,Cellular Processes,Cell Adhesion,GO_BP,0.9,2026-01-27T18:02:05.770407
Muscle system process,Developmental Biology,Muscle Development,GO_BP,0.9,2026-01-27T18:02:05.796762
Regulation of molecular function,Cellular Processes,Molecular Function Regulation,GO_BP,0.9,2026-01-27T18:02:05.819333
Cellular response to amino acid starvation,Cellular Processes,Amino Acid Sensing,GO_BP,0.9,2026-01-27T18:02:05.844510
Dimethylallyl diphosphate biosynthetic process,Metabolism,Isoprenoid Metabolism,GO_BP,0.9,2026-01-27T18:02:05.870385
Negative regulation of cell development,Developmental Biology,Negative Regulation of Development,GO_BP,0.9,2026-01-27T18:02:05.892931
Pyrimidine-containing compound transmembrane transport,Cellular Processes,Transmembrane Transport,GO_BP,0.9,2026-01-27T18:02:05.914640
Negative regulation of epithelial cell differentiation,Developmental Biology,Epithelial Cell Differentiation Regulation,GO_BP,0.9,2026-01-27T18:02:05.937616
Nucleotide catabolic process,Genetic Information Processing,Nucleotide Metabolism,GO_BP,0.9,2026-01-27T18:02:09.771334
Positive regulation of transport,Cellular Processes,Vesicle Transport,GO_BP,0.9,2026-01-27T18:02:09.800785
Regulation of cold-induced thermogenesis,Environmental Information Processing,Cold Stress Response,GO_BP,0.9,2026-01-27T18:02:09.823876
Synapse organization,Cellular Processes,Cell Adhesion,GO_BP,0.9,2026-01-27T18:02:09.849054
Centrosome cycle,Cell Cycle,Centrosome Duplication,GO_BP,0.9,2026-01-27T18:02:09.876985
Multicellular organismal water homeostasis,Cellular Processes,Water Homeostasis Regulation,GO_BP,0.9,2026-01-27T18:02:09.898316
Regulation of purine nucleotide biosynthetic process,Metabolism,Purine Metabolism,GO_BP,0.9,2026-01-27T18:02:09.918607
Glycosphingolipid metabolic process,Metabolism,Glycolipid Metabolism,GO_BP,0.9,2026-01-27T18:02:09.941271
Synapse assembly,Developmental Biology,Synapse Formation,GO_BP,0.9,2026-01-27T18:02:13.573141
Type I interferon signaling pathway,Immune System,Interferon Signaling,GO_BP,0.9,2026-01-27T18:02:13.604874
Lipid biosynthetic process,Metabolism,Lipid Metabolism,GO_BP,0.9,2026-01-27T18:02:13.626803
Response to virus,Immune System,Viral Infection Response,GO_BP,0.9,2026-01-27T18:02:13.648251
Segmentation,Developmental Biology,Body Plan Patterning,GO_BP,0.9,2026-01-27T18:02:13.676674
Lipid glycosylation,Metabolism,Glycan Biosynthesis and Metabolism,GO_BP,0.9,2026-01-27T18:02:13.703058
Rhythmic process,Cellular Processes,Circadian Rhythms,GO_BP,0.9,2026-01-27T18:02:13.729832
Positive regulation of mRNA binding,Genetic Information Processing,mRNA Regulation,GO_BP,0.9,2026-01-27T18:02:13.753106
Epoxygenase P450 pathway,Metabolism,Xenobiotic Metabolism,GO_BP,0.9,2026-01-27T18:02:17.983143
Negative regulation of follicle-stimulating hormone secretion,Endocrine System,Hormonal Regulation,GO_BP,0.9,2026-01-27T18:02:18.015693
Glycoprotein biosynthetic process,Metabolism,Glycan Biosynthesis and Metabolism,GO_BP,0.9,2026-01-27T18:02:18.040908
Positive regulation of cell differentiation,Developmental Biology,Cell Differentiation,GO_BP,0.9,2026-01-27T18:02:18.066013
Regulation of cell motility,Cellular Processes,Cell Motility Regulation,GO_BP,0.9,2026-01-27T18:02:18.090600
Lysine metabolic process,Metabolism,Amino Acid Metabolism,GO_BP,0.9,2026-01-27T18:02:18.111670
Positive regulation of phosphatidylinositol 3-kinase signaling,Signal Transduction,PI3K-Akt Signaling,GO_BP,0.9,2026-01-27T18:02:18.130943
Regulation of dephosphorylation,Cellular Processes,Protein Dephosphorylation Regulation,GO_BP,0.9,2026-01-27T18:02:18.150801
Organelle localization,Cellular Processes,Organelle Organization,GO_BP,0.9,2026-01-27T18:02:22.753901
Response to cadmium ion,Environmental Information Processing,Heavy Metal Detoxification,GO_BP,0.9,2026-01-27T18:02:22.777793
Regulation of proteolysis,Cellular Processes,Proteolytic Regulation,GO_BP,0.9,2026-01-27T18:02:22.801115
Cellular developmental process,Developmental Biology,Cellular Differentiation,GO_BP,0.9,2026-01-27T18:02:22.823999
Fat-soluble vitamin metabolic process,Metabolism,Vitamin and Cofactor Metabolism,GO_BP,0.9,2026-01-27T18:02:22.846455
Multicellular organism development,Developmental Biology,Multicellular Organism Development,GO_BP,0.9,2026-01-27T18:02:22.869122
"Regulation of mRNA splicing, via spliceosome",Genetic Information Processing,mRNA Splicing,GO_BP,0.9,2026-01-27T18:02:22.888245
Response to metal ion,Environmental Information Processing,Metal Ion Response,GO_BP,0.9,2026-01-27T18:02:22.909481
Regulation of chemotaxis,Immune System,Chemotaxis in Immune Response,GO_BP,0.9,2026-01-27T18:02:26.953278
Ribosome biogenesis,Genetic Information Processing,Ribosome Assembly,GO_BP,0.9,2026-01-27T18:02:26.993334
Retina morphogenesis in camera-type eye,Developmental Biology,Eye Development,GO_BP,0.9,2026-01-27T18:02:27.016651
Positive regulation of cell adhesion,Cellular Processes,Cell Adhesion Regulation,GO_BP,0.9,2026-01-27T18:02:27.040728
acetyl-CoA biosynthetic process,Metabolism,Acetyl-CoA Metabolism,GO_BP,0.9,2026-01-27T18:02:27.067638
D-aspartate import across plasma membrane,Cellular Processes,Amino Acid Transport,GO_BP,0.9,2026-01-27T18:02:27.092571
Hydrogen peroxide biosynthetic process,Environmental Information Processing,Reactive Oxygen Species Metabolism,GO_BP,0.9,2026-01-27T18:02:27.112288
Regulation of peroxisome size,Cellular Processes,Peroxisome Dynamics,GO_BP,0.9,2026-01-27T18:02:27.133928
Peptidyl-lysine dimethylation,Genetic Information Processing,Nonsense-Mediated Decay,GO_BP,0.9,2026-01-27T18:02:31.366604
Cellular response to corticotropin-releasing hormone stimulus,Signal Transduction,Corticotropin-Releasing Hormone Signaling,GO_BP,0.9,2026-01-27T18:02:31.401630
Hexose metabolic process,Metabolism,Carbohydrate Metabolism,GO_BP,0.9,2026-01-27T18:02:31.426116
Olefinic compound metabolic process,Metabolism,Xenobiotic Metabolism,GO_BP,0.9,2026-01-27T18:02:31.451635
ADP metabolic process,Metabolism,Nucleotide Metabolism,GO_BP,0.9,2026-01-27T18:02:31.474185
Positive regulation of telomere maintenance in response to DNA damage,Cell Cycle,DNA Damage Checkpoint,GO_BP,0.9,2026-01-27T18:02:31.496031
"Regulation of translation at synapse, modulating synaptic transmission",Signal Transduction,Synaptic Transmission Regulation,GO_BP,0.9,2026-01-27T18:02:31.518085
Response to type I interferon,Immune System,Interferon Signaling,GO_BP,0.9,2026-01-27T18:02:31.540576
Steroid biosynthetic process,Metabolism,Steroid Metabolism,GO_BP,0.9,2026-01-27T18:02:37.192290
Transforming growth factor beta receptor signaling pathway,Signal Transduction,TGF-beta Signaling,GO_BP,0.9,2026-01-27T18:02:37.227568
Kinetochore organization,Cellular Processes,Chromosome Segregation,GO_BP,0.9,2026-01-27T18:02:37.255820
Gamma-aminobutyric acid import,Cellular Processes,Amino Acid Transport,GO_BP,0.9,2026-01-27T18:02:37.275270
Bergmann glial cell differentiation,Developmental Biology,Glial Cell Differentiation,GO_BP,0.9,2026-01-27T18:02:37.298876
Chromosome condensation,Cell Cycle,Chromosome Condensation,GO_BP,0.9,2026-01-27T18:02:37.321956
Neuromuscular synaptic transmission,Cellular Processes,Synaptic Transmission,GO_BP,0.9,2026-01-27T18:02:37.343541
Autophagosome assembly,Cellular Processes,Autophagy,GO_BP,0.9,2026-01-27T18:02:37.364479
