Gene,fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841_log2FC,fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841_p-value,fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841_adj-p-value,Status,Normalized_Gene,HGNC_Synonyms,Patient_LFC_mean,Cohort_LFC_mean,Patient_LFC_Trend,Cohort_LFC_Trend,Trend_Consensus,DCS,CSC,CFC,keep,novel,JL_score,CGC,Gene_Score,Disorder_Score,Disorder_Type,PPI_Degree,PPI_Avg_Score,PPI_Score,Composite_Score,Tier,Non_CGC_Composite_Score,Non_CGC_Tier,Rank,Score,Confidence,Justification
TCERG1L,-7.235,0.0177177,0.266502,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,TCERG1L,,-7.235,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,2.0,0.6234999999999999,1.2469999999999999,0.023449364765204712,Tier 3,0.023449364765204712,Tier 3,204,38.0,Low,"Disease specificity: 5/100 (0-39 bracket) with no established lupus association. Patient signal: 95/100 (90-100 bracket); |LFC|=7.235 (very large change), adjusted p-value=NA (−log10(p) unknown), CSC=0. Functional: 50/100 (50-69 bracket); PPI_Degree=2 and annotated as a transcription‑elongation regulator‑like protein with limited immune functional data. Clinical: 10/100 (0-29 bracket); no clinical targeting in SLE. Evidence: 10/100 (0-29 bracket); minimal published SLE-specific evidence."
MGRN1,1.16528,4.66563e-05,0.0143131,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,MGRN1,RNF156,1.16528,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.006695266647122118,Tier 3,0.006695266647122118,Tier 3,205,38.0,Low,"Disease: Low (0-39)=20; Gene_Score and Disorder_Score=NA (limited disease-specific annotation). Patient signal: Moderate (50-69)=60; |LFC|=1.16528, adj_P_value=NA (CSC=0). Functional: Some evidence (50-69)=65; MGRN1 is an E3 ubiquitin ligase implicated in protein regulation though PPI_Degree=NA. Clinical: Low (0-29)=10; not a clinical SLE target. Evidence: Minimal (0-29)=20; little direct literature linking MGRN1 to SLE pathogenesis."
CLCF1,-1.68421,0.00534422,0.155149,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,CLCF1,BSF-3;BSF3;CISS2;CLC;NNT-1;NNT1;NR6,-1.68421,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0036920699429624495,Tier 3,0.0036920699429624495,Tier 3,206,38.0,Low,"Disease specificity: 22 (0-39: low — not established as an SLE driver). Patient signal: 65 (|LFC|=1.68421, adj P=NA → 50-69 bracket due to missing p-value). Functional: 50 (PPI_Degree=NA → limited interaction data; cytokine family member with potential immunomodulatory effects). Clinical: 15 (0-29: no current SLE-targeted drugs). Evidence: 35 (limited literature linking to autoimmunity specifically), all component values stated."
ARSE,1.71681,0.0017845,0.0930049,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,ARSL,ARSE;ASE;CDPX;CDPX1;CDPXR,1.71681,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0052504434386935585,Tier 3,0.0052504434386935585,Tier 3,207,37.0,Low,"Disease: Low (20/100) — no known lupus association or disease scores (Gene/Disorder scores NA). Patient Signal: Moderate (65/100) — mean LFC=1.71681, adjusted p-value=NA so signal is based on LFC only (|LFC|≥1.5) but cohort significance unknown. Functional: Some evidence (60/100) — characterized enzyme (arylsulfatase E) with PPI_Degree=NA (not a high-connectivity immune regulator). Clinical: Minimal (10/100) — no SLE-targeted drugs or clinical biomarker role. Evidence: Minimal (10/100) — little-to-no literature linking ARSE to SLE specifically."
KLRF1,-1.01094,0.0105957,0.212438,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,KLRF1,CLEC5C;NKp80,-1.01094,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,12.0,0.6815833333333333,8.179,0.05562901909986062,Tier 3,0.05562901909986062,Tier 3,208,37.0,Low,"Disease specificity: Low (15/100) — no lupus-specific Gene/Disorder scores (NA). Patient signal: Moderate (55/100) — Patient_LFC_mean = -1.01094, adjusted P = NA. Functional: Moderate (75/100) — PPI_Degree = 12 consistent with immunoreceptor involvement. Clinical: Low (10/100) — no current SLE-targeted therapies. Evidence: Low-Moderate (30/100) — limited direct evidence linking KLRF1 to SLE pathology."
TAPBP,1.25795,0.000877187,0.0669697,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,TAPBP,MHC1D3;NGS17;TAPA;TPN;TPSN,1.25795,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,2.0,0.7705,1.541,0.013218624628779374,Tier 3,0.013218624628779374,Tier 3,209,37.0,Medium,"Disease specificity: Low (20/100) — not a canonical SLE susceptibility gene, though functionally related to antigen presentation. Patient signal: Moderate (60/100) — |LFC|=1.25795, adjusted p-value=NA, CSC=0, DCS=-1. Functional: Important component (60/100) — PPI_Degree=2; TAPBP (tapasin) is involved in MHC class I peptide loading, giving a plausible but indirect link to antigen presentation. Clinical: Low (10/100) — no direct targeting in SLE therapeutics. Evidence: Minimal (20/100). TAPBP has more immunobiology than the other listed genes but lacks strong lupus-specific genetic/clinical evidence, so therapeutic potential is limited/indirect."
LLGL2,-1.4143,0.0290985,0.332573,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,LLGL2,HGL;Hugl-2;LGL2,-1.4143,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0010685411103189988,Tier 3,0.0010685411103189988,Tier 3,210,37.0,Medium,"Disease specificity: Low (20/100) — no prior strong lupus association. Patient signal: Moderate (60/100); |LFC|=1.4143, adj P=NA, CSC=0, DCS=-1. Functional: Some evidence (62/100); protein-coding cell‑polarity regulator, PPI_Degree=NA. Clinical: Low (10/100) — not an established target/trial in SLE. Evidence: Moderate-low (30/100) in non‑autoimmune literature."
KLF5,1.0047,0.00109997,0.0743351,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,KLF5,BTEB2;CKLF;IKLF,1.0047,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.002817868270492949,Tier 3,0.002817868270492949,Tier 3,211,37.0,Low,"Disease: Low (20/100) — not a known lupus-specific gene. Patient signal: Moderate (55/100) — |LFC|=1.0047 (adj p = NA), meets |LFC|≥1 threshold. Functional: Moderate (55/100) — transcription factor implicated in proliferation and inflammation, PPI_Degree=NA. Clinical: Low (20/100) — no current SLE-targeted therapies. Evidence: Moderate (50/100) — some functional literature but minimal lupus-specific data."
STXBP1,1.04503,0.0416696,0.385423,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,STXBP1,DEE4;MUNC18-1;N-Sec1;NSEC1;P67;RBSEC1;UNC18;unc-18A;unc18-1,1.04503,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,0.445206523,5.246,inferred,3.0,0.8366666666666666,2.51,0.014495388522959302,Tier 3,0.014495388522959302,Tier 3,212,37.0,Medium,"Disease Specificity=25 (low; Gene_Score=0.445, Disorder_Score=5.246 but not lupus‑core); Patient Signal=55 (moderate; Patient_LFC_mean=1.04503, p=NA so signal limited by missing p); Functional=60 (moderate; PPI_Degree=3, vesicle fusion / synaptic release protein not classically immune); Clinical=10 (minimal clinical relevance in SLE); Evidence=20 (limited literature linking to autoimmunity). Overall relevance is low–moderate driven by a measurable patient LFC but lacks lupus specificity and clinical/experimental support."
LAGE3,-1.25465,0.0200633,0.281404,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,LAGE3,CVG5;DXS9879E;DXS9951E;ESO3;GAMOS2;ITBA2;Pcc1,-1.25465,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0011247076444610648,Tier 3,0.0011247076444610648,Tier 3,213,37.0,Low,"Disease specificity: 25 (0-39) — not recognized as an SLE driver in the provided disease list. Patient Signal: 58 (50-69) — Patient_LFC_mean = -1.25465, adj P = NA; meets |LFC|≥1 threshold. Functional: 55 (50-69) — molecular function (L antigen family) is characterized but not directly immune-centric; PPI_Degree = NA. Clinical: 10 (0-29) — no therapeutic or biomarker role in SLE. Evidence: 15 (0-29) — sparse SLE-specific literature; overall low translational potential without further validation."
STX4,1.18367,3.85653e-07,0.000418997,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,STX4,DFNB123;STX4A;p35-2,1.18367,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,3.0,0.7160000000000001,2.148,0.027395548060217795,Tier 3,0.027395548060217795,Tier 3,214,37.0,Medium,"Disease Specificity=20 (low; no lupus annotation, Disease_Score=NA); Patient Signal=60 (moderate; Patient_LFC_mean=1.18367, p=NA); Functional=60 (moderate; PPI_Degree=3, syntaxin family membrane fusion role not canonical immune driver); Clinical=10 (no known SLE targeting or trials); Evidence=20 (limited literature linking STX4 to lupus). The gene shows a modest patient expression change but lacks disease specificity and clinical/translational support."
PLCB3,-1.87878,0.00208905,0.0980263,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,PLCB3,SMDCD,-1.87878,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,3.0,0.6336666666666667,1.9010000000000002,0.019361144163113447,Tier 3,0.019361144163113447,Tier 3,215,37.0,Low,"Disease: Low (0-39) assigned 15 — no known lupus-specific association. Patient signal: Moderate (50-69) assigned 60; |LFC|=1.87878, adj_P=NA (meets |LFC|≥1 but p-value unavailable). Functional: Moderate (50-69) assigned 65; PPI_Degree=3 indicating some network connectivity and a role in phospholipase C signaling but limited SLE-specific functional data. Clinical: Minimal (0-29) assigned 10 — no current SLE-targeted therapies. Evidence: Minimal (0-29) assigned 20 — sparse literature linking PLCB3 to SLE."
UVSSA,1.78535,5.17003e-08,7.30214e-05,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,UVSSA,KIAA1530;UVSS3,1.78535,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,1.0,0.83,0.83,0.03124363011690152,Tier 3,0.03124363011690152,Tier 3,216,37.0,Low,"Disease specificity: Low (15/100) — not a recognized SLE driver in the provided list. Patient signal: Moderate (68/100) — Patient_LFC_mean=1.78535, adj P-value=NA (|LFC|≈1.79, meets |LFC|≥1). Functional: Some evidence (55/100) — DNA‑repair factor with PPI_Degree=1 and limited immune-specific roles. Clinical: Low (5/100) — no SLE‑targeted clinical relevance; Evidence: Moderate (50/100) — modest literature on UVSSA in DNA repair but minimal SLE-specific data."
SIGMAR1,-1.09029,0.00729012,0.179383,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,SIGMAR1,ALS16;DSMA2;HMNR2;OPRS1;SIG-1R;SR-BP;SR-BP1;SRBP;hSigmaR1;sigma1R,-1.09029,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,4.0,0.5499999999999999,2.1999999999999997,0.019775251816314773,Tier 3,0.019775251816314773,Tier 3,217,37.0,Low,"Disease: Low (20) — no lupus-specific gene/disorder scores (NA). Patient signal: Moderate (60) — |LFC|=1.090, adj_p=NA. Functional: Some evidence (55) — PPI_Degree=4 indicating modest interactome involvement; SIGMAR1 is an ER/chaperone receptor not classically linked to SLE pathways. Clinical: Low (20) — no clinical SLE targeting. Evidence: Low (20) — limited support for a lupus role."
NME4,-1.09526,0.0184153,0.270653,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,NME4,NDK;NDPK-D;NDPKD;NM23H4;nm23-H4,-1.09526,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,8.0,0.55325,4.426,0.03722382533826281,Tier 3,0.03722382533826281,Tier 3,218,37.0,Low,"Disease specificity: Low (15/100) — NME4 has no strong lupus-specific association. Patient signal: Moderate (60/100) — Patient_LFC_mean = -1.09526 (|LFC|≈1.10), adjusted P-value = NA (meets |LFC|≥1 criterion). Functional: Moderate (70/100) — PPI_Degree = 8 suggesting some network interactions; Clinical: Minimal (10/100); Evidence: Sparse (15/100)."
WNT16,-2.58333,0.0270415,0.320083,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,WNT16,,-2.58333,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0033678170944275282,Tier 3,0.0033678170944275282,Tier 3,219,37.0,Low,"Disease specificity: Low (20/100) — WNT16 is not a canonical lupus gene. Patient signal: Moderate (68/100) — Patient_LFC_mean = -2.58333 (|LFC|≥2) but adjusted p-value = NA; CSC=0, DCS=-1. Functional: Low‑moderate (55/100) — WNT signaling can modulate immunity but PPI_Degree = NA and no direct SLE mechanism. Clinical: Very low (10/100) — no SLE‑specific clinical targeting. Evidence: Very low (10/100) — minimal evidence linking WNT16 to lupus pathogenesis."
TCEB3C,1.84282,0.0308737,0.337769,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,ELOA3P,ELOA3;ELOA3A;ELOA3AP;HsT829;TCEB3C;TCEB3L2,1.84282,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0018038270937686658,Tier 3,0.0018038270937686658,Tier 3,220,37.0,Low,"Disease specificity: 10/100 (0-39 bracket) — no clear lupus linkage. Patient signal: 75/100 (70-89 bracket); |LFC|=1.84282, adjusted p-value=NA (−log10(p) unknown), CSC=0. Functional: 60/100 (50-69 bracket); PPI_Degree=NA but gene is related to elongin complex (transcriptional regulation) suggesting moderate functional relevance. Clinical: 10/100 (0-29 bracket); not a clinical SLE target. Evidence: 20/100 (0-29/50 bracket); limited literature connecting TCEB3C to autoimmunity."
POLR2I,1.36865,0.0178259,0.266748,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,POLR2I,RPB9;hRPB14.5,1.36865,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,6.0,0.6973333333333334,4.184,0.028758705927496877,Tier 3,0.028758705927496877,Tier 3,221,37.0,Low,"Disease: Low (10/100) — no established lupus relevance or disease scores. Patient signal: Moderate (60/100); Patient_LFC_mean = 1.36865, adj_P_value = NA (|LFC|≈1.37 → meets |LFC|≥1 criterion). Functional: Moderate (75/100) based on PPI_Degree = 6 (core subunit of RNA polymerase II, essential transcription machinery). Clinical: Minimal (10/100) — not an SLE therapeutic target or biomarker. Evidence: Minimal (10/100) in lupus-specific literature."
MDS2,1.41031,0.00212825,0.0980263,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,MDS2,,1.41031,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,1.0,,,,,,,0.20391964228932072,Tier 3,0.20391964228932072,Tier 3,222,37.0,Low,"Disease specificity: Low (20/100) — not part of core SLE gene lists. Patient signal: Moderate (65/100), Patient_LFC_mean=1.41031, adjusted p-value=NA, CSC=0. Functional: Low (50/100), PPI_Degree=NA (limited network data); note CGC=1 suggests cancer relevance rather than autoimmune. Clinical: Low (15/100) — no SLE-directed therapies. Evidence: Minimal (25/100) — sparse autoimmune literature; most data cancer-related."
CPEB3,1.03888,0.0223706,0.296399,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,CPEB3,,1.03888,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,1.0,,,,2.0,0.9115,1.823,0.209672228719399,Tier 3,0.209672228719399,Tier 3,223,37.0,Low,Disease: Low (0-39) — disease specificity subscore 25 (no established lupus link; Gene_Score=NA). Patient Signal: Moderate (50-69) — subscore 55 with |LFC|=1.03888 (adj P-value=NA); Function: Moderate (50-69) — subscore 55 with PPI_Degree=2 suggesting limited network connectivity; Clinical: Low (0-29) — subscore 10 (no clinical relevance in SLE); Evidence: Limited (30) — subscore 30. Overall weighted composite = 37.
ACTA2,-1.33336,0.0294807,0.332842,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,ACTA2,ACTSA;SMDYS,-1.33336,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,3.0,0.4653333333333333,1.396,0.014555280662515043,Tier 3,0.014555280662515043,Tier 3,224,37.0,Low,"Disease specificity: Low (20/100). Patient signal: Moderate (55/100). Functional: Moderate (60/100). Clinical: Low (20/100). Evidence: Moderate‑Low (30/100). ACTA2 has Patient_LFC_mean = -1.33336 (adjusted P = NA) and PPI_Degree = 3.0; it encodes smooth muscle alpha‑actin (structural/cytoskeletal role) with no established SLE mechanistic or therapeutic link, hence low clinical relevance and overall low confidence."
TMEM109,-1.57875,1.35953e-05,0.00662136,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,TMEM109,SND3;hSND3,-1.57875,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,2.0,0.4395,0.879,0.020718396715647222,Tier 3,0.020718396715647222,Tier 3,225,37.0,Low,"Disease: 25 (0-39 — not implicated in lupus; key lupus gene lists NA). Patient signal: 60 (50-69) — |LFC|=1.579, adj_P_value=NA, CSC=0. Functional: 55 (50-69) — PPI_Degree=2 suggesting modest connectivity. Clinical: 10 (0-29 — no current SLE-targeted therapies). Evidence: 10 (0-29 — limited/indirect data). Overall weighted sub-scores used: Disease=25, Patient=60, Functional=55, Clinical=10, Evidence=10."
PTGDR2,1.2767,0.0017814,0.0930049,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,PTGDR2,CD294;CRTH2;DL1R;DP2;GPR44,1.2767,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,3.0,0.5850000000000001,1.7550000000000003,0.017152551813634218,Tier 3,0.017152551813634218,Tier 3,226,37.0,Medium,"Disease specificity 25/100 (0-39: low; PTGDR2 is not a recognized lupus driver). Patient signal 50/100 (LFC = 1.2767; adjusted p = NA; meets basic LFC threshold). Functional 60/100 (PPI_Degree = 3; GPCR with immune modulatory activity relevant to inflammation). Clinical 15/100 (0-29: no SLE drugs target PTGDR2, although GPCRs are generally druggable). Evidence 25/100 (limited SLE-specific literature)."
RPS15A,-1.13603,0.00127431,0.0775791,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,RPS15A,DBA20;S15a;uS8,-1.13603,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,7.0,0.7888571428571429,5.522,0.03512187068212316,Tier 3,0.03512187068212316,Tier 3,227,37.0,Medium,"Disease: Low (15/100) — not in lupus gene lists. Patient signal: Moderate (60/100), Patient_LFC_mean=-1.13603, adj_P_value=NA. Functional: Moderate (75/100) with PPI_Degree=7 reflecting a ribosomal/housekeeping role. Clinical: Low (10/100) — no SLE-targeted therapeutics. Evidence: Low (10/100) — sparse lupus-specific data."
SMPDL3B,1.10104,0.0468834,0.400772,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,SMPDL3B,ASML3B,1.10104,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.00015563267877080256,Tier 3,0.00015563267877080256,Tier 3,228,37.0,Medium,"Disease: 20 (low 0-39) — no direct lupus linkage in the dataset. Patient signal: Moderate (60) — |LFC|=1.10104, adjusted p-value = NA, so modest upregulation in patients. Functional: 50 — member of sphingomyelinase-like family with potential immune/renal relevance (PPI_Degree=NA), Clinical: 20 (low) — no current SLE-targeted therapies; Evidence: 30 (limited-moderate). Overall weighted score = 0.35*20 + 0.25*60 + 0.20*50 + 0.15*20 + 0.05*30 ≈ 37."
SNX13,1.00612,0.000188156,0.0344449,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,SNX13,RGS-PX1,1.00612,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.004108009245940941,Tier 3,0.004108009245940941,Tier 3,229,37.0,Low,"Disease: 30 (0-39) — sorting nexin with limited disease‑specific evidence for lupus. Patient Signal: 55 (50-69) — |LFC|=1.00612, adj_p=NA (small upregulation in cohort). Functional: 50 (50-69) — PPI_Degree=NA, implicated in endosomal trafficking which can intersect with immune receptor recycling but not a core immune regulator. Clinical: 10 (0-29) — no known clinical relevance in SLE. Evidence: 20 (0-29) — minimal direct literature linking SNX13 to lupus."
MRP63,-1.63205,0.0168725,0.260161,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,MRPL57,MRP63;bMRP63;mL63,-1.63205,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.002131160474655067,Tier 3,0.002131160474655067,Tier 3,230,37.0,Low,"Disease: 15 (0-39, not disease‑specific). Patient signal: 80 (70-89) with |LFC|=1.63205, adj P=NA (LFC ≥1.5 but no p‑value reported). Functional: 50 (50-69) — limited PPI data (PPI_Degree=NA) and unclear functional annotation in immune pathways. Clinical: 10 (0-29, no clinical link to SLE). Evidence: 10 (0-29, minimal supporting literature)."
LSM6,-1.2323,0.00335917,0.122597,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,LSM6,YDR378C,-1.2323,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,4.0,0.6365,2.546,0.02095825584208287,Tier 3,0.02095825584208287,Tier 3,231,37.0,Low,"Disease: 15 (0-39 — no known lupus association / NA Gene_Score). Patient signal: 60 (50-69) — Patient_LFC_mean = -1.2323 (|LFC|≥1), adjusted P = NA, CSC = 0, DCS = -1. Functional: 75 (70-89) — PPI_Degree = 4 indicating moderate connectivity; LSM6 is an RNA-binding/processing factor. Clinical: 10 (0-29) — no clinical targets or trial relevance. Evidence: 10 (0-29) — minimal lupus literature. Overall score weighted by the specified schema yields 37, but confidence is low due to missing p-values and limited disease-specific evidence."
